Full Name,Full Name URL,Primary Job Title,Location,Biography,Twitter,LinkedIn,Facebook,Schools Attended
Dean Falconer,https://www.crunchbase.com/person/dean-falconer-2,"Head of Operations, Co-Founder","Seattle, Washington, United States",,,https://www.linkedin.com/in/deanfalconer,,University of Washington
Dean Graziano,https://www.crunchbase.com/person/dean-graziano-2,VP of Business Development,"Seattle, Washington, United States","Dean has more than 15 years of experience in entrepreneurial ventures, including as the founder of Visible Technologies Inc., an industry-leading online reputation management and social media software company located in Bellevue, Washington. Dean started Visible Technologies in 2005 in his apartment with two employees , and in four years expanded the company to 110 employees and $16MM in revenue. In 2009, Visible Technologies was voted the second-fastest-growing companies in Seattle/Puget Sound, listed #170 on Inc. Magazine’s Fastest-Growing Private Companies, and was a Top Performer in the 2009 Forrester Wave Report. Dean led the company to more than $50MM in funding, which included investors such as Joe Grano – Centurion Holdings, WPP, Ignition Partners, and In-Q-Tel. In 2007, Dean was also part of the founding team at Reach Machines, a media-planning software company, which merged in 2008 with another local start-up called Fyreball. The combined company is now called Meteor Solutions (www.meteorsolutions.com). Meteor Solutions was acquired in October 2012 by Covario, a leading search marketing and digital agency. Dean lives in Seattle with his wife Marian and their three kids. He sits on several advisory boards and is highly active in the Seattle start-up community. He is an inventor and holds patents in the social media Industry, patent #7,720,835",http://twitter.com/LivelyLLC,https://www.linkedin.com/in/deangraziano,http://www.facebook.com/LivelyLLC,Slippery Rock University of Pennsylvania
Dean Saxe,https://www.crunchbase.com/person/dean-saxe,"Senior Security Engineer, AWS Identity","Greater Seattle Area, Washington, United States",,,https://www.linkedin.com/in/deanhsaxe/,,The Johns Hopkins University
Deborah Wee,https://www.crunchbase.com/person/deborah-wee,"Co-Founder, Head of Operations",,,,https://www.linkedin.com/in/deborahwee,,
Deepak Hoshing,https://www.crunchbase.com/person/deepak-hoshing,Chief Innovation Officer,"Bangalore, Karnataka, India","Deepak spearheads Clari5’s AI and ML product innovation. With industry experience of over 3 decades including 22 years at Finacle, Deepak was previously VP and Head of Finacle architecture. He was instrumental in driving Finacle’s journey, from a handful to 170+ customers across 80 countries. He took Finacle from a core banking centric product to a Finacle suite of products – from a small bank technology enablement and scaled it to 27000+ transactions per second. He is a multi-channel expert who conceived and delivered multiple innovative products in internet banking and mobile banking and managed the transition of 25 customers for these products. During this phase, he donned multiple hats including development, sales support, implementation and maintenance of these products. Connect24, which handles transactions from ATM and POS, Finacle Integrator and Finacle Analytics were his architectural creations from inception. A fanatically hands-on person who loves coding, given a technology problem, Deepak gets down to the principles of technologies first – be it UNIX or Mainframes or windows or Internet or Nodejs. His most recent project was blockchain, where he conceptualized the product and led the development and architecture of Trade Connect – Finacle’s blockchain-based product. More than 10 banks today are a part of this network today and this project won a global industry award from Celent. Deepak is also a key member of several industry initiatives, such as Reserve Bank of India’s (RBI’s) cloud computing working group, IDRBT’s (RBI’s research wing) working groups for cloud security & blockchain, Architecture Committee of Banking Industry Architecture Network (BIAN) – an industry body for banking standards. He has also written on various technology topics, has addressed several seminars, has won several awards for technology & sales excellence and has two US patents to his credit. Deepak is a B.Tech from IIT Mumbai.",,https://www.linkedin.com/in/deepak-hoshing-00527a1/,,
Deepak Joy Cheenath,https://www.crunchbase.com/person/deepak-joy-cheenath,Co-Founder,"Bengaluru, Karnataka, India",Deepak Joy Cheenath is the Co-Founder of Quizizz.,,https://www.linkedin.com/in/dcheenath/,,"Birla Institute of Technology and Science, Pilani"
Deepak Mishra,https://www.crunchbase.com/person/deepak-mishra-01f7,Engineering Manager,"Bengaluru, Karnataka, India",Deepak Mishra is the Engineering Manager at Hackerearth. Deepak Mishra attended National Institute of Technology Rourkela.,https://twitter.com/deepakmishra117,https://www.linkedin.com/in/deepakmishra117/,https://www.facebook.com/deepakmishra117,National Institute of Technology Rourkela
Deepak Sihag,https://www.crunchbase.com/person/deepak-sihag,Sr Cloud Application Architect,"San Francisco, California, United States",Deepak Sihag is a Sr Cloud Application Architect at Amazon Web Services. He Attended Jaypee University of Engineering & Technology.,,https://www.linkedin.com/in/deepaksihag/,,Jaypee University of Information Technology
Deepak Singh,https://www.crunchbase.com/person/deepak-singh-2,"Vice President, Compute Services","Seattle, Washington, United States",,http://twitter.com/mndoci,http://www.linkedin.com/in/dsingh,,Syracuse University
Deepesh Agarwal,https://www.crunchbase.com/person/deepesh-agarwal,Co-Founder & CEO,"Bengaluru, Karnataka, India","He has worked for 10 years in wireless communication and ITS (Intelligent Transportation Systems).  His last job was with Motorola, India as Engineering Manager. He was instrumental in the design of MOTODRIVE, a futuristic vehicle to infrastructure (road network) integration for US Department of Transportation. He played an important role in bringing Location Based Services on Motorola handsets in India.  Deepesh has an MBA from Indian School of Business (ISB), majoring in Entrepreneurship. and B.Tech in Electronics and Communication Engineering from Indian Institute of Technology – Banaras Hindu University Varanasi",https://twitter.com/deepesh_agarwal,https://www.linkedin.com/in/deepesh-agarwal-68a32,,"Indian Institute of Technology (BHU) Varanasi, Indian School of Business (ISB)"
Deepti Prasad,https://www.crunchbase.com/person/deepti-prasad-dfdb,Co-founder and Marketing,"Gurgaon, Haryana, India",Deepti Prasad is the Co-founder and Head of Marketing at Spyne.,https://twitter.com/Deeptiprasad_,https://www.linkedin.com/in/deepti-prasad-ba1741a/,https://www.facebook.com/deepti.prasad.39,"Delhi School of Economics, The University of Delhi"
Denis Bellavance,https://www.crunchbase.com/person/denis-bellavance,CTO,"Seattle, Washington, United States",,,https://www.linkedin.com/in/denis-bellavance-63ab155,https://www.facebook.com/denis.bellavance.56,Université de Sherbrooke
Denise Archer,https://www.crunchbase.com/person/denise-archer,VP Strategic Accounts,,,,https://www.linkedin.com/in/denisearcher,,
Dennis Ramirez,https://www.crunchbase.com/person/dennis-ramirez,Creative Director & Creative Octopus,"Chicago, Illinois, United States","Dennis has evolved from a tiny Midwest amoeba into a creative octupus that shambles around Chicago with either a Wacom tablet, guitar, or a delicious craft or German beer in any given tentacle at any given time in any given creative space.",,http://www.linkedin.com/in/dennisramirez,,
Dennis Rohm,https://www.crunchbase.com/person/dennis-rohm,Engineering Leader,"San Francisco, California, United States",Dennis Rohm is the works as the Engineering Leader Amazon Web Services. He attended University of Waterloo.,,https://www.linkedin.com/in/dennisrohm,,University of Waterloo
Derek Botten,https://www.crunchbase.com/person/derek-botten,"Lead, Product Manager","London, Ontario, Canada",,,https://www.linkedin.com/in/derek-botten-219b0a1a,http://www.facebook.com/witlingo,
Deren Baker,https://www.crunchbase.com/person/deren-baker,CEO,"San Francisco, California, United States",Deren Baker is the CEO at Edge by Ascential. He attended Duke University - The Fuqua School of Business.,https://twitter.com/deren_baker,http://www.linkedin.com/pub/deren-baker/0/689/104,,"Duke University - The Fuqua School of Business, Vanderbilt University"
Derrick Isaacson,https://www.crunchbase.com/person/derrick-isaacson,Director Of Engineering,,,http://twitter.com/derrickisaacson,http://www.linkedin.com/in/derrickisaacson,https://www.facebook.com/derrick.isaacson,Stanford University
Devon Drennan,https://www.crunchbase.com/person/devon-drennan,Vice President Client Services,"Reston, Virginia, United States",,,https://www.linkedin.com/in/devon-drennan-2453812,,
Dhananjay Kumar Gupta,https://www.crunchbase.com/person/dhananjay-kumar-gupta,Founder & COO,"Gurgaon, Haryana, India",Dhananjay Kumar Gupta is a co-Founder and the CEOO at OyeLazi. He is building world’s largest on-demand home services marketplace by empowering the service professionals and making the services affordable for everyone.,,https://www.linkedin.com/in/dhananjay-gupta-4bb5b5194/,https://www.facebook.com/dhananjay.gupta.3910829,
Dheeraj Nekkanti,https://www.crunchbase.com/person/dheeraj-nekkanti,Founding Member & Marketing Manager,,,,,,Indian Institute of Technology Madras
Dhiraj Garg,https://www.crunchbase.com/person/dhiraj-garg,"Enterprise Transformation & Migrations, ASEAN",,,,https://www.linkedin.com/in/dhirajgarg/,,
Dhruv Prakash,https://www.crunchbase.com/person/dhruv-prakash,HR Advisor,"Noida, Uttar Pradesh, India","Dhruv is a former Managing Director, Leadership & Talent Consulting, at Korn/Ferry International (India). He has been helping the organizations manage change, coach senior management, build high performance cultures, restructure and conduct post-merger integration.  Dhruv has an extensive and versatile industry experience of over 36 years in Management Consulting, Financial Services, Corporate Finance, Manufacturing, Oil and Gas, Chemicals, International Trade and Marketing.  Prior to joining Korn/Ferry, Dhruv served as a Director with Helion Ventures guiding investment teams to evaluate potential investee companies from a people perspective and working with the portfolio companies on their leadership and talent management strategies and systems. During his expansive career, Dhruv has worked with several esteemed organizations.  He was the CEO and full-time director on the Board of DCM Financial Services, CFO of DCM Toyota and held several senior positions at Escorts, HCL and Amar Dye Chem. Dhruv is an MBA from Indian Institute of Management, Ahmedabad.",,http://www.linkedin.com/pub/dhruv-prakash/2/933/728,,Indian Institute of Management (IIM) Ahmedabad
Diana Horowitz,https://www.crunchbase.com/person/diana-horowitz,"Regional Sales Director, Media & Entertainment","New York, New York, United States",Diana Horowitz is a regional sales director at Tavant.,,https://www.linkedin.com/in/dianahorowitz/,,
Dick Hardt,https://www.crunchbase.com/person/dick-hardt,Founder/CEO,"Seattle, Washington, United States","A pioneer in the Internet sector and open source software community, Dick has been active in software development for over two decades. Prior to founding Sxip Identity, Dick founded ActiveState in 1997. Under his leadership as CEO, ActiveState became a leader in open source programming languages and anti-spam software and was acquired by UK-based software company, Sophos in 2003. His first commercial software work started in 1986 at Consumers Software where he ported one of the first LAN email packages, the Network Courier, to Windows 1.03. He later joined Paradigm Development, which did software consulting for firms such as Aldus, Adobe and Microsoft. In 1993 Dick connected Paradigm to the Internet and later founded hip Communications, which became one of the larger web development and hosting companies in western Canada. While running hip, Dick led the port of Perl 5 to the Windows platform, which resulted in an interest in open source software. hip was sold to a NASDAQ company. As a successful entrepreneur and technology expert, Dick is very involved in the technology community giving keynotes at numerous conferences across the globe. A small sampling includes: Web 2.0, the Next Web, ETech, Burton Group Catalyst, Digital ID World, Kuppinger Cole European Identity, Highland Forum, TTI/Vanguard Identity and Trust, W3C, NSA Identity Protection and Management, and the Oâ€™Reilly Open Source Conference. Dick is an active participant in the OpenID community. He co-authored the OpenID 2.0 specification and OpenID Attribute Exchange, is a founding board member of the OpenID Foundation, and is the Treasurer, co-chair of the marketing committee, as well as on the membership committee. Dick is also very active in the Vancouver community and is on the board of the Vancouver Enterprise Forum. He previously was on the board of the BC Technology Industry Association and Ludicorp, creators of Flickr. He is a Business in Vancouver Top 40 Under 40 award recipient. Dick has also demonstrated leadership in funding the Major Projects Fund for the BC Technology Social Venture Partners, a charitable foundation to support groups serving children, women at risk and people living in Vancouver's downtown eastside.",http://twitter.com/dickhardt,http://www.linkedin.com/in/dickhardt,http://www.facebook.com/dickhardt,
Diego Arimany,https://www.crunchbase.com/person/diego-arimany,Chapter Director,"Guatemala City, Guatemala, Guatemala","Diego is a serial entrepreneur, management consultant, and strategic advisor to senior leaders. He is a servant leader in the development and execution of mission-critical Programs and Projects Management (PPM) within organizations. He enjoys working with Social Entrepreneurs, Business Startups, Business Overhauling and through Rural & Local development projects.  With 20 years of experience and a successful track record of delivering projects and programs; Diego is a registered member of the International Project Management Association of Guatemala, is also a Certified Project Manager (IPMA Level C) and Professional ScrumMaster (PSM I). Diego invests 40% of his time as a member of national and international bodies and committees including IPMA.  He is Director of the Certification Body for IPMA in Guatemala (OCIgt) and is the Chapter Director of Startup Grind Guatemala.",https://twitter.com/DiegoArimany,https://gt.linkedin.com/in/diegoarimany,https://www.facebook.com/diego.arimany?_rdr=p,
Diego Cacho,https://www.crunchbase.com/person/diego-cacho,Director of Mexico Chapter,,"Mechanical engineer by education and natural tinkerer by design, recently self-proclaimed amateur rocketeer. Diego started off as project engineer in an energy savings production startup that involved mixing hydrogen and diesel into power generators. He then went on to develop the business model for an Industrial Agropark in Veracruz that is beginning construction.  Now he is in charge of the Business Development area in the Mexico Business Summit, the premier platform in Mexico that addresses the key issues shaping Mexico`s future and its relationship with its key partners.",,https://mx.linkedin.com/in/diegogarciacacho/en,https://www.facebook.com/diego.cacho.7?fref=ts,
Diego Pantoja-Navajas,https://www.crunchbase.com/person/diego-pantoja-navajas,"Vice President of New Products, AWS Business Applications","Atlanta, Georgia, United States",,,https://www.linkedin.com/in/diego-pantoja-navajas-2047142,,
Diena Lee Mann,https://www.crunchbase.com/person/diena-lee-mann,SVP of Product & Services,,Diena Lee Mann is a SVP of Product & Services at SoundCommerce. She attended University of Michigan.,,https://www.linkedin.com/in/dienaleemann/,,University of Michigan
Dimitra Hatzudis,https://www.crunchbase.com/person/dimitra-hatzudis,"Senior Program Manager, Event Content",,"Dimitra Hatzudis is the Senior Program Manager, Event Content at Amazon Web Services (AWS). Dimitra Hatzudis attended Elliott School of International Affairs.",,https://www.linkedin.com/in/hatzudisdimitra/,,
DJ Burdick,https://www.crunchbase.com/person/dj-burdick,Engineering Manager,"San Francisco, California, United States",DJ Burdick is the Engineering Manager at Instacart. DJ Burdick attended Southern Methodist University.,http://twitter.com/djburdick,https://www.linkedin.com/in/djburdick/,,
Dominic Williamson,https://www.crunchbase.com/person/dominic-williamson,Director of Marketing Strategy and Analytics,"New York, New York, United States","Dominic Williamson is ace the Director of Marketing Strategy and Analytics at Instacart. He has also worked with Compass, FanDuel, Facebook as a Marketing Science Partner. Dominic has an experience of Internet Marketing Specialist and Analysis Manager at eBay as well.",,https://www.linkedin.com/in/dominic-williamson-64400a10/,,Aston University
Don Le,https://www.crunchbase.com/person/don-le,Co-Founder,"Seattle, Washington, United States","Don began his career at Amazon, where he served as a full-stack Software Developer and Technical Program Manager on multiple teams, including Social Apps and Wish List.  He was responsible for building Amazon's first social applications on Facebook and LinkedIn, devised patented systems for tracking and attributing Wish List purchases, and led his Wish List tech team in global product launches. Don has a BS in Computer Engineering from the University of Washington.",https://twitter.com/donl,https://www.linkedin.com/in/donle,https://www.facebook.com/don.le,University of Washington
Don McNichol,https://www.crunchbase.com/person/don-mcnichol,Board Advisor,"Oceanside, New York, United States","For Don McNichol, data is king. If you sift through data and extract the right information, you can create a seamless digital relationship with your audience. And McNichol has done that successfully more than once. Most recently, he turned around venerable watch company Tourneau’s approach to customer service by setting up what he calls a “digital constellation” that integrates stores, the website, social media and call centers around one database. To create a closer connection between sales associates and customers, the associates relied on a “little black tablet” instead of a little black book to keep track of preferences, previous purchases and other client details. From 2005 to 2010, McNichol was director of direct marketing and eCommerce at Intermix, a women’s fashion retailer. There he used targeted emails and product recommendations to increase revenue. Earlier, he served as senior director of product marketing at Prodigy Communications and was in business development at digital agency Poppe Tyson. McNichol’s diverse experience extends to international government telecom structures in South America to the high-fashion grounds of New York City. McNichol is a sought-after speaker on how technology impacts the retail industry. He received an MBA in general management from Dowling College and a BA in economics from the University of North Carolina, where he played on the 1991 national championship lacrosse team",,https://www.linkedin.com/in/donald-mcnichol-3b58bb,,"Dowling College, University of North Carolina at Chapel Hill"
Don Phan,https://www.crunchbase.com/person/don-phan-3,Business Development Manager,"Vietnam, Asia",Don Phan is Co-Founder and CEO at Taembe.com. He attended Yale University.,,https://www.linkedin.com/in/don-phan-0429457,,Yale University
Donna Edwards,https://www.crunchbase.com/person/donna-edwards-0600,Partner Manager,"Perth, Western Australia, Australia","Donna has been enabling technical teams for over twenty years. She is passionate about helping businesses scale, creating great workplace environments where people can thrive. Donna recently joined AWS as the Partner Manager for WA/SA and was previously the State Delivery Manager at Readify, leading a team of 80. She is the CEO of startup SHOUTOUT - a simple recognition platform designed to help companies create a culture of gratitude. Donna is passionate about community and an organiser for many NFP groups including Women in Technology WA, Muses Code JS, Women Who Code Melbourne and is a Beacon Foundation mentor.",https://twitter.com/Don_IsGood,https://www.linkedin.com/in/edwardsdonna/?originalSubdomain=au,,
Dorothy Ho,https://www.crunchbase.com/person/dorothy-ho,Product Marketing Manager,"Denver, Colorado, United States",,http://twitter.com/dorothyho,https://www.linkedin.com/in/dorothyho1,,"Columbia University Graduate School of Journalism, Nanyang Technological University"
Dory Viscogliosi,https://www.crunchbase.com/person/dory-viscogliosi,Marketing Compliance Program Manager,"New York, New York, United States",,,https://www.linkedin.com/in/doryvisco/,,
Doug Bleszinski,https://www.crunchbase.com/person/doug-bleszinski,Vice President of Global Sales,,Doug Bleszinski is the Vice President of Global Sales at CommerceIQ. He attended Pace University - Lubin School of Business.,,https://www.linkedin.com/in/dougbleszinski/,,
Doug Fleming,https://www.crunchbase.com/person/doug-fleming,Head of AdvancedTV,"New York, New York, United States",Doug Fleming is the Head of AdvancedTV at Hulu.,,https://www.linkedin.com/in/doug-fleming-5b2b342,,"University of Massachusetts, Boston"
Doug Leonard,https://www.crunchbase.com/person/doug-leonard,Director of Lehi Chapter,,"Doug Leonard is a security researcher set to graduate BYU’s Master’s of Information Systems program April 2015. His high school class voted Doug as the most likely to get ""even"" with a perpetrator if his identity were to ever be stolen. Doug cracks passwords in his spare time and is a member of BYU’s Offensive Security Team. Doug solicits himself as a homebrew hacker with passion for entrepreneurship and education.",https://twitter.com/dleonard00,,https://www.facebook.com/leonard.doug,
Doug Schneider,https://www.crunchbase.com/person/dough-schneider,Chief Executive Officer,"Seattle, Washington, United States","Doug has a twenty-year plus leadership record in building and scaling fast paced companies offering technology-based services to diverse business markets.   At 2nd Watch, he guides the strategic direction and ensures that resources are aligned to capture both market growth and deliver exceptional services to our clients.  Most recently, Doug was EVP and GM at Melbourne IT, a publicly held Australian web services company, where he helped transform their $75 million international  hosting business.  Before Melbourne IT, Doug was CEO of Transaction Wireless and played a fundamental role in shepherding the company’s overall strategy, cloud platform and market development, greatly enhancing it’s growth and service levels with major national retailers.  He’s also been CEO at AllCall (sold to Nextel), Colorado Internet Services (acquired by Verio) and Genea (an innovative SaaS company recognized by Forbes Magazine as one of America’s Most Promising Companies).  Doug also served as a president at Verio, where he led the initial entry into enterprise level managed hosting that helped fuel the growth of the company’s web services business to $160 million in revenue with over 800 employees.  While at Verio, Doug helped with taking the company public and with the eventual sale to NTT Communications for over $5 billion.  Doug has a BS in Mechanical Engineering from UC Davis and an MBA from Northwestern’s Kellogg School of Management.",,https://www.linkedin.com/in/dougschneider/,,"Kellogg School of Management, University of California Davis"
Doug Walter,https://www.crunchbase.com/person/doug-walter,Principal Engineer,"San Francisco, California, United States",,,https://www.linkedin.com/in/dwalter23/,,Walla Walla University
Douglas Bellin,https://www.crunchbase.com/person/douglas-bellin,"Business Development Executive, Industrie 4.0 and Smart Factory","Greater Seattle Area, Washington, United States","Douglas is the development of solutions for the Industrial Markets within AWS.  Prior to AWS, he ran the Marketing, Go-To-Market and Business Development Teams for the Industrial Markets within Cisco Systems.  He has a background in both RFID and Analytics markets and was instrumental in running a Business Intelligence software company with bringing it to the Asia market. Douglas also has 5 years in the steel and food manufacturing industry.  After 12 years in Asia Pacific he is now based in Seattle, WA.",,https://www.linkedin.com/in/douglas-bellin/,,"Roosevelt University, University of Illinois Chicago"
Douglas Lee,https://www.crunchbase.com/person/douglas-lee-2,"Head, Solution Architecture, Strategic ISV Partners","Seattle, Washington, United States","Douglas is a technology leader with 25 years of international experience in professional services, cloud computing, governance, information security and technology management. He has worked in regional and global roles and has lived in Singapore, Japan, Australia and America. He is based in Seattle, and leads a team of Solution Architects at Amazon Web Services (AWS), providing technical evangelism, architectural guidance, knowledge transfer, and cloud implementation guidance to strategic technology partners. Douglas is experienced in distributed systems, networking, cyber security, and identity and access management. He was previously the Regional Head of Solution Architecture, for Asia Pacific and Japan, World-wide Public Sector team at AWS. Prior to joining AWS, he spent 11 years at Microsoft in roles including APAC head of the Security Center of Excellence (SCOE), Global Director of the Security Technical Community (Worldwide Services), Global Technical Quality Assurance Architect in the CTO Office, and most recently, Lead Architect in Network & Infrastructure, in the Office 365 product team based in Redmond, Washington. He is an active community champion and volunteer. While at Microsoft, he was the Chairman of the Asian Employee Resource (ERG) that represented over 11,000 employees, Chairman of the Singapore Employee Network (EN), and on the advisory committee of the cross company Security Experts group for senior technologist. He was a past-president of the ISACA Singapore chapter, and served as an advisor on the ISACA international conference and education board. His certifications include CISA, CISM, CGEIT (ISACA). He is also a Certified Insurance Professional (CIP) and Senior Associate with the ANZIIF. Prior to joining Amazon, Douglas had various senior roles in the industry for companies such as PricewaterhouseCoopers (Senior Manager), United Overseas Banking Group (Global Head of Technology Audit), Systems Access acquired by Sungard Financials (Chief Security Architect) and UBS AG (APAC Director of Security).",,https://www.linkedin.com/in/douglee8/,,Murdoch University
Douglas Pollei,https://www.crunchbase.com/person/douglas-pollei,Global Partner Development Manager - Strategic Pursuits,,Douglas Pollei is the Global Partner Development Manager - Strategic Pursuits at Amazon Web Services (AWS). Douglas Pollei attended at University of Utah - David Eccles School of Business.,http://twitter.com/dougpollei,https://www.linkedin.com/in/dougpollei/,,
Dourvesh Kumar,https://www.crunchbase.com/person/dourvesh-kumar,Director,,Dourvesh Kumar is the member of Board of Directors at Helion Venture Partners.,,,,
Dr Mohamed Redha Sidoumou,https://www.crunchbase.com/person/dr-mohamed-redha-sidoumou,Applied Scientist (AI/ML),,Mohamed Redha Sidoumou is an Applied Scientist (AI/ML) at Amazon Web Services.  Mohamed attended the University of Northampton.,,https://www.linkedin.com/in/mohamed-redha-sidoumou-b6903a99,,
Dr. D Sangeeta,https://www.crunchbase.com/person/dr-d-sangeeta,Founder & CEO,"Seattle, Washington, United States","D. Sangeeta is a materials scientist with a 26+ year STEM career and 26 patents. After completing her PhD in Materials Chemistry at the University of Illinois Urbana-Champaign, Sangeeta worked at Battelle, General Electric Corporate R&D and GE Aviation. She moved to Nielsen to become Chief Diversity Officer & Global Head of Data Science. Her last post—before launching Gotara— was at Amazon as the vice president of Connections. In this ""startup-type"" role, Sangeeta successfully delivered a similar value prop as Gotara's. In this case, 1 million employees were sent a daily question and within 24 hours, managers received recommended actions through ML/AI. ""I have mentored hundreds of women in my career, but I could only help one woman at a time,"" explains Sangeeta. ""I launched Gotara so I could build a scalable global platform that offered personalized and confidential advice that would have made an enormous difference to me when I was the only woman in the room, and ""networking"" was considered ""not-working.""",,https://www.linkedin.com/in/dsangeeta/,,"Indian Institute of Technology Kanpur, University of Illinois Urbana-Champaign"
Drake Pruitt,https://www.crunchbase.com/person/drake-pruitt,AWS Artificial Intelligence and Machine Learning,"Los Angeles, California, United States",,http://twitter.com/drakep,https://www.linkedin.com/in/drakep,,
Drew Green,https://www.crunchbase.com/person/drew-green,Chief Executive Officer & President,"Vancouver, British Columbia, Canada",,http://twitter.com/Drew_Green,http://www.linkedin.com/in/drewgreen,http://www.facebook.com/thedrewgreen,"York University, Canada"
Drew Nordstrom,https://www.crunchbase.com/person/drew-nordstrom,Coo/President & Co-Founder,"Seattle, Washington, United States","7 years in angel and venture investing. 3 years in retail sales and customer service. BA Economics; MA Political Economy, University of Manchester (UK); JD/MBA from Seattle University.",,https://www.linkedin.com/in/drewnordstrom/,,Seattle University
Duong Tran,https://www.crunchbase.com/person/duong-tran,Product Marketing Manager,"Toronto, Ontario, Canada",Duong Tran is the Product Marketing Manager at Tucows.,,https://www.linkedin.com/in/duong-tran-586ba32b/,,Western University
Dustin Fennell,https://www.crunchbase.com/person/dustin-fennell-93c5,Technical Operations Manager,"Mesa, Arizona, United States",Dustin Fennell is the Technical Operations Manager at Amazon Web Services (AWS). He attended Capella University.,,https://www.linkedin.com/in/dustintfennell/,,"Capella University, University of Phoenix"
Dustin Masancay,https://www.crunchbase.com/person/dustin-masancay,Director of Manila Chapter,"Philippines, Asia","Dustin is the Associate Director for Ventures at IdeaSpace, a non-profit incubator/accelerator based in the Philippines, that helps science and technology entrepreneurs get their ideas off the ground. Dustin is a Global Startup Youth alumnus, Startup Weekend organizer and a Global Shaper for the Manila Hub of the World Economic Forum. He is passionate about entrepreneurship and its role in fostering inclusive growth. Dustin is a former fat kid, loves the sun and gives away free hugs!",https://twitter.com/dustinmasancay,https://ph.linkedin.com/in/dustinmasancay,https://www.facebook.com/dustinmasancay,
Duyane Norman,https://www.crunchbase.com/person/duyane-norman,CSO,"Washington, District of Columbia, United States","Duyane Norman is the CSO of ZenLedger. He joins ZenLedger to lead strategic initiatives in data analytics to government and enterprise customers globally. Norman retired from the CIA in 2019 as a member of their Senior Intelligence Service with 27 years of distinguished service, including seven overseas tours. Before joining ZenLedger, Norman led the Defense Innovation Unit's engagement with the Department of Defense's Agencies and Activities and served as DIU's link to the Intelligence Community. Duyane Norman attended Vanderbilt University.",,https://www.linkedin.com/in/duyane-norman-02618316,,Vanderbilt University
Dwayne Black,https://www.crunchbase.com/person/dwayne-black,Senior Vice-President of Operations,"Charlotte, North Carolina, United States","Dwayne Black is Senior Vice President of Operations. Dwayne is responsible for all strategic and operational aspects of Shutterflyâ€™s manufacturing, global order fulfillment and customer service operations in both its state-of-the-art Charlotte, NC and Phoenix, AZ manufacturing facilities. An experienced leader in digital printing, Dwayne brings more than 20 years of operations and logistics expertise, with experience opening and restructuring twelve manufacturing and distribution facilities domestically and internationally. Prior to joining Shutterfly, Dwayne served as Vice President of Operations with the Banta Corporation, a leading provider of printing and digital imaging solutions to publishers and direct marketers owned by RR Donnelley (NYSE: RRD), where he was most recently responsible for the strategic direction and management of five manufacturing facilities. Throughout his 12 year tenure with Banta, where his clients included many Fortune 500 companies, Dwayne held various leadership positions within Bantaâ€™s Literature Management Group, Packaging & Fulfillment Group and Book Group. Before joining Banta, Dwayne was the Logistics Manager with Porcher Ltd., a division of American Standard, Inc. He has also held management positions for other consumer products companies including Imperial Wallcoverings and Banner Foods.",,https://www.linkedin.com/in/dwayne-black-a516434/,,
Dylan Barlett,https://www.crunchbase.com/person/dylan-barlett,Senior Solutions Architect,"Washington, District of Columbia, United States",,,https://www.linkedin.com/in/dylan-barlett-18254912/,,
Dylan Tong,https://www.crunchbase.com/person/dylan-tong,"Global Segment Lead Architect, AI Augmented Analytics, Partners","Seattle, Washington, United States",,,https://www.linkedin.com/in/dylantong,,
Ed Goodman,https://www.crunchbase.com/person/ed-goodman-2,Director of Cambridge Grind,"Cambridge, Cambridgeshire, United Kingdom","Ed Goodman is a business start-up mentor who’s worked with over 10,000 start-ups to successfully build their knowledge of financial management, social media, networking and more. He has also delivered keynote presentations and workshops at large-scale seminars and exhibitions, including the MADE Festival, Business Start-Up Show, and other events at Earls Court, ExCel London and The National Space Centre.  Through independent consultancy and mentoring, along with aligned partnerships, he has worked with multinational corporations including Barclays, Google, Sage, Intuit and more. In 2012, Ed co-founded the Cambridge Business Lounge, a co-working space and support hub for start-ups and small businesses.  He also regularly blogs on small business topics, including ‘The A–Z Guide to Starting a Business’, as well as being a contributor on the BBC, podcasts as well as other established business blogs. January 2015 sees the release of Ed's first book ""New Business, Next Steps - The All In One Guide to Managing, Marketing and Growing Your Small Business"", published by Pearson.",https://twitter.com/edagoodman,https://uk.linkedin.com/in/edagoodman,,
Ed Jackson,https://www.crunchbase.com/person/ed-jackson,"Principal, Strategic Accounts","Guildford, Surrey, United Kingdom",,https://twitter.com/ewjackson,https://www.linkedin.com/in/edwardwilliamjackson/?ppe=1,,
Edgar Perez,https://www.crunchbase.com/person/edgar-perez-2,Exec Practice Leader - Cloud Architects - U.S. & LATAM Strategic Projects,"San Francisco, California, United States",Edgar Perez is the Exec Practice Leader - Cloud Architects - U.S. & LATAM Strategic Projects at Amazon Web Services (AWS). Edgar attended Rochester Institute of Technology.,https://twitter.com/EPerezJoMaEA,https://www.linkedin.com/in/epossible/,,
Edo Segal,https://www.crunchbase.com/person/edo-segal,Founder and CEO,"New York, New York, United States",Edo Segal is the Founder & CEO at TouchCast.,http://twitter.com/edosegal,https://www.linkedin.com/in/edo-segal-4a077,http://www.facebook.com/edo.segal,
